诗人,作品,问题,答案
王昌龄,出塞,这首诗的核心主旨是什么？,这首诗慨叹边塞战事不断、国无良将的现实，既对长期征战、久戍不归的士兵寄予了深切同情，也表达了诗人希望朝廷起任贤能良将、早日平息边塞战事、使人民过上安定生活的美好愿望，同时以昔讽今，批判了当朝边关将领庸碌无能、无法抵御外敌的现状。
王昌龄,出塞,这首诗是如何将写景、叙事、抒情与议论紧密结合的？,诗的首句先写景，勾勒出冷月照边关的苍凉景象，同时暗含叙事，将边塞战事的历史追溯到秦汉时期；次句承接叙事，写万里长征的征人久戍未还的悲惨现实，暗含对征人的深切同情；后两句转入抒情与议论，借历史典故表达对贤能良将的期盼、对平息边患的愿望，同时暗含对当朝将领无能的批判，四者融为一体，让诗歌意境雄浑深远，情感厚重饱满。
王昌龄,出塞,明代诗人李攀龙对这首诗有怎样的权威评价？,明代诗人李攀龙称赞这首《出塞》是唐人七绝的压卷之作。
王昌龄,出塞,“但使龙城飞将在，不教胡马度阴山” 两句抒发了诗人哪些复杂的思想情感？,这两句运用典故直抒胸臆，一是抒发了对汉代名将李广的推崇，期盼朝廷能起用像李广一样贤能善战、能守边疆的良将；二是表达了诗人希望早日平息边塞战事、抵御外敌入侵、保家卫国、让百姓过上安定生活的强烈愿望；三是以昔讽今，暗含了对当朝边关将领庸碌无能、无法抵御外敌的不满与批判。
王昌龄,出塞,“万里长征人未还” 一句抒发了诗人怎样的情感？,这句诗写自秦汉以来，无数远赴万里边关征战的士兵长期戍守、至死未能归家的悲惨现实，抒发了诗人对久戍边关、饱受征战之苦的征人的深切同情，也暗含了对旷日持久的边塞战争的深沉慨叹。
王昌龄,出塞,这首诗的前两句和后两句分别写了什么核心内容？,诗的前两句写景兼叙事，运用互文手法勾勒出边塞苍凉雄浑的景象，追溯了秦汉以来边塞战事不断、征人久戍不归的历史现实，寄予了对征人的深切同情；后两句抒情兼议论，运用历史典故，表达了对贤能良将的期盼、对平息边患、保家卫国的美好愿望，同时暗含对当朝将领无能的批判。
王昌龄,出塞,诗中的 “但使” 是什么意思？这个词在诗句中有什么表达作用？,“但使” 的意思是 “只要”。这个词引出假设，既强化了诗人对出现贤能良将的强烈期盼，也暗含了对当下国无良将、边患不止的现实的不满与批判，让诗句的抒情与议论更有力度，情感表达更强烈。
王昌龄,出塞,这首诗的意境有什么突出特点？,这首诗的意境雄浑深远、悲壮浑成，开篇以 “秦时明月汉时关” 勾勒出跨越千年时空的苍凉壮阔的边塞景象，既有对历史的深沉慨叹，也有对现实的清醒批判，情感厚重饱满，气势雄劲开阔，婉而多讽，耐人寻味。
王昌龄,出塞,这首诗为什么能获得 “唐人七绝的压卷之作” 的极高评价？,这首诗以平凡通俗的语言，唱出雄浑豁达的主旨，气势流畅，一气呵成；诗人以雄劲的笔触，对当时的边塞战争生活作了高度的艺术概括，把写景、叙事、抒情与议论紧密结合，在诗里熔铸了丰富复杂的思想感情，使诗的意境雄浑深远，既激动人心，又耐人寻味，因此获得了极高的评价。
王翰,凉州词,《凉州词》中，开篇以极具西域风情的意象，勾勒出边塞军营盛大筵席、将士们即将开怀畅饮场景的句子是：__________,葡萄美酒夜光杯，欲饮琵琶马上催
王翰,凉州词,诗中写将士们正要举杯畅饮，却被马上传来的琵琶声催促出征，将宴饮欢聚与出征紧张氛围交织在一起的句子是：__________,欲饮琵琶马上催
王翰,凉州词,诗中以反问直抒胸臆，展现戍边将士将生死置之度外的旷达奔放，成为千古传诵的边塞豪情名句是：__________,醉卧沙场君莫笑，古来征战几人回？
王翰,凉州词,诗中极具西域边塞特色，点出军营宴饮核心意象，为全诗奠定兴奋昂扬感情基调的句子是：__________,葡萄美酒夜光杯
王翰,凉州词,诗中写将士们即便醉倒战场也无所畏惧，尽显豪放洒脱英雄气概的句子是：__________,醉卧沙场君莫笑
王翰,凉州词,诗中以苍凉的反问，道尽自古以来边塞征战的残酷与生死无常的句子是：__________,古来征战几人回？
王翰,凉州词,诗中叙写边塞军营欢聚酒宴，描画出将士们开怀痛饮、一醉方休热闹情景的核心句子是：__________,葡萄美酒夜光杯，欲饮琵琶马上催
王翰,凉州词,诗中表现戍边战士们将生死置之度外的旷达与奔放，点明全诗核心主旨的句子是：__________,醉卧沙场君莫笑，古来征战几人回？
王翰,凉州词,《凉州词》的作者和所属朝代是什么？,作者是唐代边塞诗人王翰
王翰,凉州词,从题材来看，这首《凉州词》属于什么类型的诗歌？,这是一首边塞诗，是王翰运用唐代乐府旧题创作的诗作，也是盛唐边塞诗的经典代表作，是《凉州词二首》中的第一首
王翰,凉州词,这首诗的创作背景是什么？,《凉州词》是唐乐府名，属《近代曲辞》，是《凉州曲》的唱词，为盛唐时流行的曲调名，天宝年间的乐调多以凉州、伊州、甘州这类边地为名；这首诗西域色彩极浓，是对边地荒凉环境、紧张动荡的征戍生活的真实写照
王翰,凉州词,诗题中的 “凉州词” 具体指什么？,凉州词是唐乐府名，属《近代曲辞》，是《凉州曲》的唱词，是盛唐时流行的一种曲调名，这类乐调多以西北边地为名，带有浓郁的边塞地域特色
王翰,凉州词,“葡萄美酒夜光杯” 一句中的 “夜光杯” 指的是什么？这句诗有什么妙处？,“夜光杯” 指用美玉制成的精致酒杯，在诗句中用来烘托边塞军营筵席的盛大与华美，凸显浓郁的西域风情。这句诗作为开篇，以极具边塞特色的核心意象，瞬间展现出五光十色、酒香四溢的盛大筵席景象，既营造出军营宴饮的欢聚氛围，为全诗定下了兴奋昂扬的感情基调，也让诗歌一开篇就极具画面感与感染力
王翰,凉州词,“欲饮琵琶马上催” 中的 “催” 字是什么意思？有什么表达作用？,“催” 是催促的意思，指马上传来的琵琶声仿佛在催促将士们出征。这个字将将士们正要畅饮的欢聚氛围，与即将出征的紧张感交织在一起，既贴合边塞军营的真实生活场景，也为后文展现将士们视死如归的豪情做了铺垫
王翰,凉州词,“醉卧沙场君莫笑，古来征战几人回？” 运用了什么修辞手法？有什么表达效果？,运用了反问的修辞手法。以 “古来征战几人回” 的苍凉反问，既道尽了自古以来边塞征战的残酷与生死无常，更反向凸显出将士们早已将生死置之度外的旷达、奔放与豪迈气概，让诗句的情感表达更强烈、更有冲击力，极具感染力，也完成了全诗主旨的升华
王翰,凉州词,这首诗的核心主旨是什么？,这首诗叙写了边塞军营中一次盛大的欢聚酒宴，描画出将士们开怀痛饮、一醉方休的热闹情景，既是对边地荒凉环境、紧张动荡的征戍生活的真实写照，更集中表现了戍边战士们将生死置之度外的旷达与奔放，尽显盛唐边塞诗的豪迈特色
王翰,凉州词,这首诗抒发了戍边将士们哪些复杂的思想情感？,这首诗核心抒发了戍边将士们面对边塞征战生死无常的豁达洒脱，展现了他们将生死置之度外的英雄气概与豪放情怀；同时暗含着对自古以来边塞征战残酷现实的深沉慨叹，也体现出盛唐时期将士们昂扬向上、慷慨豪迈的时代精神
王翰,凉州词,这首诗的前两句和后两句分别写了什么核心内容？,诗的前两句叙写边塞军营的盛大宴饮场景，描绘出将士们正要举杯畅饮，却被琵琶声催促出征的画面，极具西域边塞风情，奠定了全诗昂扬豪迈的基调；诗的后两句直抒胸臆，以反问的笔触，展现出将士们醉卧沙场也无所畏惧的豪情，表现了他们将生死置之度外的旷达与奔放，点明了全诗的核心主旨
王翰,凉州词,这首诗为什么能成为打动无数热血男儿的千古绝唱？,这首诗以饱蘸激情的笔触、铿锵激越的音调、奇丽耀眼的词语，既真实描摹了边塞军营的征戍生活与宴饮场景，带有浓郁的边地色彩和军营生活风味；更以 “醉卧沙场君莫笑，古来征战几人回” 的千古名句，道尽了戍边将士们将生死置之度外的旷达与奔放，直击无数热血男儿的内心深处，因此成为流传千古的边塞绝唱
王翰,凉州词,这首诗的语言风格有什么突出特点？,全诗语言明快、跳动跌宕，以通俗直白的语言唱出了雄浑豪迈的主旨，既带有浓郁的西域边塞风情，又兼具铿锵激越的音调与极强的情感张力，完美凸显了盛唐边塞诗的特色
王翰,凉州词,诗中的 “沙场” 具体指的是什么？,“沙场” 指的是战场，在诗句中特指边塞的征战战场
王昌龄,从军行七首·其四,《从军行七首?其四》中，开篇勾勒出西北边塞辽阔苍凉的战场景象，渲染边塞肃杀苦寒、战事紧张氛围的句子是：__________,青海长云暗雪山，孤城遥望玉门关
王昌龄,从军行七首·其四,诗中描绘青海湖上乌云密布，遮得连绵雪山一片黯淡，凸显边塞环境苦寒肃杀的句子是：__________,青海长云暗雪山
王昌龄,从军行七首·其四,诗中写边塞古城与玉门雄关远隔千里、遥遥相望，凸显戍边处境孤危、边塞防线辽阔的句子是：__________,孤城遥望玉门关
王昌龄,从军行七首·其四,诗中高度凝练戍边将士身经百战、铠甲磨穿的漫长艰苦征战生涯的句子是：__________,黄沙百战穿金甲
王昌龄,从军行七首·其四,诗中直抒胸臆，以铿锵誓言抒发戍边将士誓死报国、不破敌军誓不还乡的壮志豪情的千古爱国名句是：__________,不破楼兰终不还
王昌龄,从军行七首·其四,诗中以征战的艰险反衬将士豪壮英雄本色，将戍边的艰辛与报国的壮志形成鲜明对比的核心句子是：__________,黄沙百战穿金甲，不破楼兰终不还
王昌龄,从军行七首·其四,诗中通过塞外博大壮阔之景烘托昂扬豪迈之情，为后文抒发将士报国情怀做铺垫的句子是：__________,青海长云暗雪山，孤城遥望玉门关
王昌龄,从军行七首·其四,诗中表现戍边将士保卫祖国矢志不渝的崇高精神，点明全诗核心主旨的句子是：__________,不破楼兰终不还
王昌龄,从军行七首·其四,诗中用极简的笔墨，浓缩了戍边生活环境恶劣、战事频繁、战斗艰苦三大核心特点的句子是：__________,黄沙百战穿金甲
王昌龄,从军行七首·其四,《从军行七首?其四》的作者和所属朝代是什么？作者在诗坛有哪些公认的称号？,作者是唐代诗人王昌龄，他是盛唐著名边塞诗人，被后人誉为 “七绝圣手”，也有 “诗家夫子王江宁”（亦作 “诗家天子王江宁”）的美誉。
王昌龄,从军行七首·其四,这首诗的创作背景是什么？,这首诗作于盛唐时期，当时国力强盛，君主锐意进取、卫边拓土，人们渴望在这个时代崭露头角、有所作为；武将把一腔热血洒向沙场建功立业，诗人则被伟大的时代精神所感染，同时有感于边塞将士的征战生活，采用乐府古题写下了这首诗篇，它是《从军行七首》中的第四首。
